#id	month	title
12501891	2015-02	IM
13413007	2015-02	CM
12200328	2015-02	CM
12200590	2015-02	CM
4801920	2015-02	FM
16700031	2015-02	FM
16700023	2015-02	CM
9301275	2015-02	FM
10202021	2015-02	CM
10200525	2015-02	FM
10603433	2015-02	CM
200972	2015-02	FM
14000105	2015-02	FM
8500240	2015-02	IM
13705563	2015-02	WFM
108847	2015-02	FM
2020564	2015-02	WFM
4177916	2015-02	IM
4177924	2015-02	WIM
13704613	2015-02	IM
4183762	2015-02	WFM
6600522	2015-02	FM
8500444	2015-02	FM
4174232	2015-02	IM
14109069	2015-02	GM
4131045	2015-02	GM
12501468	2015-02	FM
1705040	2015-02	FM
1700120	2015-02	GM
13701932	2015-02	WIM
204439	2015-02	FM
13714287	2015-02	CM
4126653	2015-02	FM
24132500	2015-02	FM
4129890	2015-02	IM
13703706	2015-02	IM
4149068	2015-02	WFM
2000784	2015-02	WGM
4150228	2015-02	FM
8500100	2015-02	IM
13704214	2015-02	IM
4167228	2015-02	FM
13300580	2015-02	GM
24117625	2015-02	WFM
13301292	2015-02	FM
13300032	2015-02	GM
4100840	2015-02	WFM
2012014	2015-02	FM
724521	2015-02	FM
8101400	2015-02	CM
4800230	2015-02	FM
4130847	2015-02	IM
5016541	2015-02	IM
5012414	2015-02	GM
11200081	2015-02	FM
9400176	2015-02	FM
9305335	2015-02	WFM
9402233	2015-02	CM
10300058	2015-02	CM
9305734	2015-02	WCM
21500045	2015-02	FM
9400346	2015-02	IM
9200711	2015-02	CM
9301712	2015-02	FM
9300635	2015-02	CM
4800192	2015-02	IM
9400338	2015-02	CM
8100101	2015-02	FM
9400435	2015-02	FM
4800028	2015-02	FM
4800427	2015-02	FM
4806700	2015-02	WCM
11200057	2015-02	CM
9400273	2015-02	FM
10300163	2015-02	CM
9400168	2015-02	IM
9301445	2015-02	WFM
9301631	2015-02	WIM
4806042	2015-02	WCM
7600070	2015-02	IM
4800168	2015-02	FM
12100625	2015-02	WCM
12100048	2015-02	WFM
12100382	2015-02	WFM
12100633	2015-02	WCM
9307001	2015-02	WCM
12100030	2015-02	GM
4801113	2015-02	WCM
10300015	2015-02	CM
4800745	2015-02	CM
4803132	2015-02	WCM
4801067	2015-02	WIM
4801075	2015-02	CM
4800087	2015-02	FM
4801040	2015-02	IM
4800605	2015-02	FM
12100196	2015-02	GM
12100358	2015-02	FM
7601450	2015-02	FM
9301194	2015-02	WIM
9300660	2015-02	CM
9200380	2015-02	FM
9400249	2015-02	IM
10606610	2015-02	WIM
5200202	2015-02	FM
8500312	2015-02	WCM
3201775	2015-02	WFM
13610260	2015-02	FM
2262479	2015-02	FM
3507610	2015-02	IM
5117569	2015-02	WCM
5117160	2015-02	WIM
3600394	2015-02	FM
8101531	2015-02	WFM
8101248	2015-02	CM
500380	2015-02	FM
13303058	2015-02	FM
12500607	2015-02	IM
4120612	2015-02	GM
602485	2015-02	FM
10602348	2015-02	CM
801178	2015-02	FM
4602013	2015-02	FM
24625744	2015-02	CM
705810	2015-02	WFM
4642279	2015-02	WFM
7600046	2015-02	FM
2124807	2015-02	WFM
3518736	2015-02	FM
2000156	2015-02	GM
2290073	2015-02	FM
2209756	2015-02	FM
2222353	2015-02	IM
3601560	2015-02	WFM
3500268	2015-02	IM
24115720	2015-02	IM
5100062	2015-02	IM
805394	2015-02	IM
4129253	2015-02	FM
3517446	2015-02	WFM
4108868	2015-02	WGM
13500139	2015-02	GM
4174887	2015-02	FM
4144198	2015-02	WFM
4135539	2015-02	GM
4106873	2015-02	IM
4138147	2015-02	GM
13500457	2015-02	IM
4141938	2015-02	FM
914606	2015-02	FM
900990	2015-02	IM
919659	2015-02	FM
5111935	2015-02	CM
4182642	2015-02	FM
4167244	2015-02	IM
13600230	2015-02	WGM
24174424	2015-02	FM
14102463	2015-02	IM
14102463	2015-02	IM
4157214	2015-02	WFM
4170539	2015-02	WIM
14106663	2015-02	IM
14103958	2015-02	IM
4200675	2015-02	FM
6500013	2015-02	FM
6100457	2015-02	FM
4140494	2015-02	FM
2256231	2015-02	WFM
5104319	2015-02	FM
407739	2015-02	FM
7600828	2015-02	FM
7600950	2015-02	WIM
1901559	2015-02	FM
9300465	2015-02	FM
6300529	2015-02	IM
2276445	2015-02	FM
4800214	2015-02	FM
7103743	2015-02	FM
8100977	2015-02	IM
3802191	2015-02	WFM
13502883	2015-02	IM
14200325	2015-02	FM
14800047	2015-02	FM
4156765	2015-02	IM
4174895	2015-02	FM
14000113	2015-02	IM
13400207	2015-02	WIM
13702734	2015-02	FM
4157427	2015-02	IM
14203308	2015-02	FM
13703951	2015-02	WFM
4191323	2015-02	WFM
2601494	2015-02	FM
4167104	2015-02	WFM
13401505	2015-02	FM
13415263	2015-02	CM
13400754	2015-02	WFM
13616510	2015-02	WFM
13400347	2015-02	IM
4173104	2015-02	FM
10615709	2015-02	WCM
2600471	2015-02	FM
1300245	2015-02	FM
3201813	2015-02	FM
2001411	2015-02	FM
408042	2015-02	FM
1301802	2015-02	FM
2221799	2015-02	IM
2221640	2015-02	FM
4401360	2015-02	FM
701742	2015-02	IM
702293	2015-02	GM
3100197	2015-02	FM
3503313	2015-02	GM
5100321	2015-02	IM
2271192	2015-02	FM
4179382	2015-02	WFM
2260409	2015-02	IM
2201208	2015-02	FM
3508889	2015-02	FM
2252198	2015-02	FM
3500276	2015-02	IM
2216019	2015-02	IM
2270544	2015-02	GM
2203871	2015-02	FM
105198	2015-02	GM
100960	2015-02	FM
4121864	2015-02	FM
9300813	2015-02	CM
8100713	2015-02	CM
2252627	2015-02	GM
102245	2015-02	FM
4900278	2015-02	FM
2801906	2015-02	GM
2800225	2015-02	IM
833924	2015-02	FM
426210	2015-02	CM
2011298	2015-02	IM
4120280	2015-02	FM
3909034	2015-02	WFM
2276119	2015-02	FM
6400310	2015-02	FM
3504530	2015-02	FM
3501027	2015-02	FM
2227398	2015-02	FM
3503038	2015-02	FM
2200350	2015-02	IM
3600351	2015-02	FM
3900649	2015-02	IM
5103789	2015-02	CM
3100979	2015-02	WFM
3507408	2015-02	GM
3502015	2015-02	IM
5107687	2015-02	FM
14400367	2015-02	IM
14103036	2015-02	WFM
4400046	2015-02	IM
2210991	2015-02	WFM
7001975	2015-02	WCM
1607871	2015-02	FM
14000652	2015-02	GM
13700189	2015-02	IM
3521770	2015-02	FM
4902548	2015-02	CM
813222	2015-02	FM
16400240	2015-02	IM
13300105	2015-02	IM
4166299	2015-02	WGM
170933	2015-02	FM
812099	2015-02	WFM
5103576	2015-02	FM
300209	2015-02	IM
1207075	2015-02	FM
5500419	2015-02	FM
114421	2015-02	WIM
4807537	2015-02	CM
10600620	2015-02	IM
4149980	2015-02	WFM
22000100	2015-02	FM
618608	2015-02	IM
10600418	2015-02	FM
10601457	2015-02	GM
10615261	2015-02	WCM
24112461	2015-02	FM
5714729	2015-02	CM
1300482	2015-02	FM
10000291	2015-02	WFM
14700077	2015-02	GM
2600161	2015-02	IM
6101623	2015-02	FM
14300222	2015-02	WFM
13405101	2015-02	WCM
715689	2015-02	FM
100536	2015-02	WGM
8600287	2015-02	WIM
4204077	2015-02	GM
5000017	2015-02	GM
4170547	2015-02	FM
25004450	2015-02	WCM
14101203	2015-02	IM
13300059	2015-02	GM
5106486	2015-02	WIM
5104688	2015-02	FM
1402714	2015-02	FM
1502417	2015-02	FM
1413864	2015-02	IM
2002841	2015-02	FM
1700545	2015-02	FM
1702114	2015-02	FM
1702947	2015-02	WIM
1706187	2015-02	FM
1700561	2015-02	FM
1703803	2015-02	FM
1700014	2015-02	GM
401668	2015-02	CM
15000427	2015-02	FM
2215659	2015-02	FM
3901084	2015-02	CM
4431987	2015-02	CM
1900986	2015-02	FM
2101521	2015-02	FM
2100894	2015-02	FM
1400886	2015-02	FM
4148720	2015-02	FM
14103400	2015-02	GM
4152751	2015-02	FM
4133277	2015-02	FM
4180801	2015-02	FM
4136233	2015-02	FM
4134982	2015-02	WFM
2906864	2015-02	WFM
14100703	2015-02	WIM
4158814	2015-02	GM
1124900	2015-02	WFM
14118270	2015-02	WIM
2212595	2015-02	IM
2217783	2015-02	FM
2012456	2015-02	FM
1203614	2015-02	WFM
4101642	2015-02	IM
13301926	2015-02	WIM
13302000	2015-02	GM
901598	2015-02	IM
4215370	2015-02	WFM
101516	2015-02	FM
4303636	2015-02	CM
2901218	2015-02	IM
1208640	2015-02	IM
2200791	2015-02	IM
602612	2015-02	GM
4101650	2015-02	IM
7102895	2015-02	WFM
4130502	2015-02	WFM
4197631	2015-02	FM
4135229	2015-02	IM
13700405	2015-02	FM
4126181	2015-02	IM
700754	2015-02	GM
14602369	2015-02	FM
14600471	2015-02	WIM
4900600	2015-02	WIM
5023335	2015-02	GM
13702114	2015-02	WGM
14000563	2015-02	IM
14000385	2015-02	FM
14000016	2015-02	GM
14000032	2015-02	GM
4129733	2015-02	FM
13500902	2015-02	WFM
13501593	2015-02	WFM
4155181	2015-02	IM
12600148	2015-02	IM
402141	2015-02	IM
722561	2015-02	WFM
717312	2015-02	GM
738581	2015-02	FM
3307301	2015-02	WCM
901008	2015-02	GM
4107012	2015-02	GM
4152573	2015-02	WFM
2259532	2015-02	IM
11601469	2015-02	IM
2285525	2015-02	GM
3207102	2015-02	WCM
1213415	2015-02	IM
4149750	2015-02	IM
4179234	2015-02	WFM
24159409	2015-02	FM
3206130	2015-02	CM
916340	2015-02	FM
1111078	2015-02	GM
113190	2015-02	FM
5200032	2015-02	GM
5300843	2015-02	CM
5900123	2015-02	FM
2900327	2015-02	IM
14120143	2015-02	WFM
14700182	2015-02	WFM
1401378	2015-02	IM
2915235	2015-02	WFM
14500264	2015-02	IM
1900013	2015-02	GM
4901339	2015-02	WFM
5012635	2015-02	WFM
5024366	2015-02	IM
5028949	2015-02	IM
2203154	2015-02	FM
4150813	2015-02	FM
101133	2015-02	FM
6302521	2015-02	FM
4612116	2015-02	FM
600164	2015-02	GM
3900568	2015-02	CM
3902439	2015-02	WIM
1206443	2015-02	WFM
2601788	2015-02	WFM
4600924	2015-02	GM
4116291	2015-02	IM
7105223	2015-02	WFM
24131792	2015-02	FM
5109035	2015-02	WCM
5102812	2015-02	WCM
7900872	2015-02	IM
13604040	2015-02	IM
13604040	2015-02	IM
4119770	2015-02	IM
13600168	2015-02	GM
13600168	2015-02	GM
3309061	2015-02	CM
104540	2015-02	FM
22200371	2015-02	WIM
3400670	2015-02	FM
2202867	2015-02	FM
2205513	2015-02	FM
2103931	2015-02	FM
805947	2015-02	IM
7904169	2015-02	CM
14401614	2015-02	IM
4400682	2015-02	IM
6309089	2015-02	FM
3901688	2015-02	WCM
2101807	2015-02	FM
2117770	2015-02	FM
5072786	2015-02	IM
3400883	2015-02	CM
4429478	2015-02	CM
15900053	2015-02	WCM
9000038	2015-02	FM
3400549	2015-02	WIM
934976	2015-02	FM
4117573	2015-02	IM
3001199	2015-02	FM
6351700	2015-02	WCM
2000636	2015-02	FM
1207091	2015-02	IM
1206850	2015-02	FM
1200658	2015-02	IM
12502030	2015-02	IM
7100027	2015-02	GM
6300022	2015-02	IM
4403177	2015-02	IM
3500012	2015-02	GM
14109530	2015-02	GM
14109794	2015-02	WGM
13701304	2015-02	FM
2212072	2015-02	IM
4148517	2015-02	FM
6300421	2015-02	FM
2209870	2015-02	FM
3000389	2015-02	CM
6500366	2015-02	IM
3900789	2015-02	CM
6700640	2015-02	FM
6700284	2015-02	IM
2018535	2015-02	IM
3300307	2015-02	CM
14114712	2015-02	FM
2009722	2015-02	FM
9002286	2015-02	WFM
4136586	2015-02	FM
2205092	2015-02	GM
5032725	2015-02	CM
5013291	2015-02	IM
400270	2015-02	GM
4167279	2015-02	FM
4101146	2015-02	GM
4137639	2015-02	IM
800104	2015-02	IM
2809575	2015-02	FM
6302106	2015-02	FM
14501880	2015-02	IM
3500101	2015-02	IM
602620	2015-02	IM
4691350	2015-02	FM
4655893	2015-02	FM
2300036	2015-02	GM
2300435	2015-02	FM
2907127	2015-02	GM
2008017	2015-02	FM
811572	2015-02	WFM
2301288	2015-02	IM
700940	2015-02	FM
4628438	2015-02	FM
4604300	2015-02	IM
2022320	2015-02	GM
408077	2015-02	CM
13300474	2015-02	GM
2004542	2015-02	WFM
24629049	2015-02	FM
25072846	2015-02	CM
6600140	2015-02	FM
13601865	2015-02	GM
7900600	2015-02	WIM
5056403	2015-02	WFM
2283352	2015-02	GM
3501418	2015-02	WGM
3901092	2015-02	CM
4192826	2015-02	IM
901792	2015-02	IM
920762	2015-02	WFM
901679	2015-02	IM
14118939	2015-02	IM
14201798	2015-02	FM
24101605	2015-02	GM
34133140	2015-02	FM
4137647	2015-02	FM
2209969	2015-02	FM
4173120	2015-02	FM
5011167	2015-02	GM
13301063	2015-02	IM
13601741	2015-02	GM
14107244	2015-02	WGM
6402720	2015-02	FM
5007470	2015-02	FM
11400188	2015-02	CM
5118492	2015-02	WCM
1506536	2015-02	FM
12500070	2015-02	FM
13300660	2015-02	GM
9200177	2015-02	FM
12561932	2015-02	WFM
13405764	2015-02	CM
8501173	2015-02	WFM
13700049	2015-02	GM
4155149	2015-02	IM
12801364	2015-02	FM
2300320	2015-02	FM
1608797	2015-02	FM
14500507	2015-02	FM
14502550	2015-02	FM
11700025	2015-02	FM
4639260	2015-02	FM
103101	2015-02	CM
2100282	2015-02	FM
12512230	2015-02	WFM
405302	2015-02	CM
4130090	2015-02	FM
4700066	2015-02	FM
2001012	2015-02	GM
10618260	2015-02	FM
410110	2015-02	FM
5018137	2015-02	IM
916030	2015-02	FM
2260735	2015-02	IM
7100892	2015-02	FM
4141229	2015-02	GM
14107813	2015-02	WIM
13408925	2015-02	CM
13412620	2015-02	CM
3802914	2015-02	WFM
623067	2015-02	WFM
13708694	2015-02	WFM
13703080	2015-02	WCM
4601823	2015-02	FM
2110229	2015-02	FM
2501430	2015-02	IM
2230208	2015-02	FM
1700847	2015-02	FM
1700499	2015-02	IM
14001101	2015-02	IM
14000571	2015-02	FM
14001128	2015-02	IM
14001896	2015-02	WFM
14001810	2015-02	WFM
14122316	2015-02	FM
13401114	2015-02	WFM
6300103	2015-02	FM
6301037	2015-02	IM
4130189	2015-02	IM
4130189	2015-02	IM
14401487	2015-02	GM
6301606	2015-02	FM
2900629	2015-02	IM
12506664	2015-02	FM
14000245	2015-02	WFM
4800184	2015-02	FM
5100283	2015-02	FM
408050	2015-02	WIM
12000051	2015-02	FM
12000035	2015-02	IM
12501654	2015-02	FM
6201563	2015-02	WCM
9900020	2015-02	FM
9900012	2015-02	FM
1004794	2015-02	FM
3600670	2015-02	FM
101141	2015-02	FM
4606159	2015-02	FM
3001423	2015-02	CM
300373	2015-02	IM
7101570	2015-02	WGM
1500279	2015-02	FM
13000101	2015-02	IM
13002813	2015-02	FM
13000063	2015-02	FM
601640	2015-02	FM
4605039	2015-02	FM
3402541	2015-02	FM
3702073	2015-02	WCM
5009502	2015-02	FM
4177452	2015-02	WFM
4167295	2015-02	FM
4180836	2015-02	WFM
6700667	2015-02	WFM
4101529	2015-02	GM
4152662	2015-02	WFM
4131533	2015-02	FM
14109867	2015-02	IM
14109743	2015-02	GM
13301012	2015-02	FM
34118583	2015-02	WFM
2210533	2015-02	FM
4437128	2015-02	CM
3302938	2015-02	CM
2800322	2015-02	FM
925314	2015-02	FM
4239873	2015-02	WFM
2803895	2015-02	GM
4101227	2015-02	IM
9400117	2015-02	WCM
5000343	2015-02	FM
8100721	2015-02	FM
2804867	2015-02	FM
5117054	2015-02	CM
2201119	2015-02	FM
6361102	2015-02	FM
4158210	2015-02	IM
11200243	2015-02	FM
11200235	2015-02	FM
2200554	2015-02	FM
13603027	2015-02	IM
904090	2015-02	FM
13501470	2015-02	GM
13501542	2015-02	WIM
5702879	2015-02	WFM
4126203	2015-02	FM
4207637	2015-02	FM
7900058	2015-02	IM
13400827	2015-02	WFM
13601326	2015-02	GM
5702135	2015-02	WCM
5704685	2015-02	WFM
3602770	2015-02	CM
4902084	2015-02	CM
7000766	2015-02	CM
13400681	2015-02	GM
4615450	2015-02	FM
4101898	2015-02	FM
623822	2015-02	FM
13401432	2015-02	IM
13400037	2015-02	WFM
904422	2015-02	FM
929735	2015-02	WIM
912930	2015-02	FM
13900307	2015-02	IM
4161106	2015-02	FM
4123786	2015-02	IM
24159077	2015-02	FM
5000068	2015-02	IM
13301993	2015-02	GM
300632	2015-02	IM
301264	2015-02	GM
2500914	2015-02	GM
24109746	2015-02	FM
3507416	2015-02	GM
8800758	2015-02	CM
916323	2015-02	FM
1201107	2015-02	FM
4621174	2015-02	FM
4603168	2015-02	FM
12408956	2015-02	WFM
2209764	2015-02	IM
4130413	2015-02	IM
2011409	2015-02	FM
4605314	2015-02	FM
3700488	2015-02	GM
4602021	2015-02	FM
4601386	2015-02	FM
1603795	2015-02	FM
1202049	2015-02	WFM
13903284	2015-02	WIM
1200984	2015-02	FM
4600932	2015-02	FM
605506	2015-02	GM
701912	2015-02	FM
3504123	2015-02	WFM
4115406	2015-02	WFM
24126730	2015-02	WFM
1200038	2015-02	GM
4671945	2015-02	WFM
2901986	2015-02	FM
600539	2015-02	FM
24115762	2015-02	IM
1209990	2015-02	WFM
1501887	2015-02	IM
210030	2015-02	WFM
1405586	2015-02	FM
200107	2015-02	FM
13600133	2015-02	GM
4129814	2015-02	FM
13303139	2015-02	IM
12500283	2015-02	GM
13403753	2015-02	WCM
742570	2015-02	FM
2014599	2015-02	WGM
13400401	2015-02	GM
6309216	2015-02	FM
14104954	2015-02	GM
19800010	2015-02	FM
21100039	2015-02	CM
8602280	2015-02	IM
14116723	2015-02	IM
655830	2015-02	IM
2601150	2015-02	FM
13701843	2015-02	IM
13701088	2015-02	WFM
24154687	2015-02	FM
13400223	2015-02	IM
13400622	2015-02	WFM
13403028	2015-02	GM
14600749	2015-02	FM
2210134	2015-02	FM
14403064	2015-02	FM
13701010	2015-02	WFM
300594	2015-02	FM
4000730	2015-02	WFM
1104195	2015-02	FM
4000749	2015-02	IM
2810301	2015-02	FM
401676	2015-02	IM
14103435	2015-02	FM
13600915	2015-02	IM
905542	2015-02	FM
901687	2015-02	IM
4174038	2015-02	FM
14102196	2015-02	GM
14100754	2015-02	WIM
725773	2015-02	FM
7601590	2015-02	FM
5004195	2015-02	GM
5702712	2015-02	WFM
5701147	2015-02	FM
5501628	2015-02	WFM
4122917	2015-02	WFM
4158520	2015-02	FM
13700847	2015-02	IM
327646	2015-02	CM
24115347	2015-02	WIM
13406396	2015-02	WCM
13705881	2015-02	WFM
13705890	2015-02	WFM
2010607	2015-02	FM
4139798	2015-02	FM
4100263	2015-02	GM
4630572	2015-02	IM
4688210	2015-02	IM
4604326	2015-02	FM
4634799	2015-02	FM
100455	2015-02	FM
14501252	2015-02	FM
1101641	2015-02	FM
1610201	2015-02	GM
721620	2015-02	FM
4130081	2015-02	FM
1208497	2015-02	IM
707309	2015-02	FM
2203030	2015-02	FM
101974	2015-02	FM
1300350	2015-02	IM
1001060	2015-02	FM
728446	2015-02	GM
718939	2015-02	GM
707074	2015-02	FM
14900858	2015-02	IM
8501246	2015-02	CM
4161084	2015-02	FM
2800233	2015-02	FM
4614160	2015-02	FM
13901419	2015-02	IM
2208962	2015-02	FM
5100631	2015-02	IM
2601281	2015-02	WIM
1201204	2015-02	IM
4601394	2015-02	FM
2401428	2015-02	WFM
7900040	2015-02	FM
14900076	2015-02	IM
4630602	2015-02	FM
602825	2015-02	WFM
2024055	2015-02	FM
5201632	2015-02	FM
2906406	2015-02	IM
5200938	2015-02	IM
3517950	2015-02	WFM
722570	2015-02	FM
12800090	2015-02	IM
1400290	2015-02	FM
4621646	2015-02	IM
4202031	2015-02	GM
2902311	2015-02	WFM
1400495	2015-02	FM
4179242	2015-02	WFM
1002511	2015-02	FM
722413	2015-02	GM
1100084	2015-02	IM
12401501	2015-02	IM
12401161	2015-02	FM
1902970	2015-02	WFM
2803879	2015-02	IM
4163630	2015-02	IM
24142565	2015-02	WIM
24142573	2015-02	WIM
2600447	2015-02	FM
4667719	2015-02	GM
4177967	2015-02	WFM
4140710	2015-02	FM
24112518	2015-02	FM
14117940	2015-02	WFM
14116448	2015-02	WFM
2108828	2015-02	CM
1210351	2015-02	IM
5100291	2015-02	FM
11600861	2015-02	FM
2600099	2015-02	FM
3001288	2015-02	FM
2115824	2015-02	IM
5201640	2015-02	GM
663727	2015-02	FM
1202464	2015-02	FM
5200059	2015-02	GM
700851	2015-02	GM
604763	2015-02	FM
1108573	2015-02	FM
4100140	2015-02	GM
920541	2015-02	FM
2205696	2015-02	FM
13900854	2015-02	IM
1116070	2015-02	FM
4182685	2015-02	FM
4173155	2015-02	FM
1700855	2015-02	IM
4129806	2015-02	FM
24112526	2015-02	FM
14600021	2015-02	IM
802085	2015-02	CM
802450	2015-02	FM
900214	2015-02	GM
1210610	2015-02	IM
404128	2015-02	FM
2019906	2015-02	FM
806234	2015-02	CM
2207109	2015-02	FM
2209527	2015-02	IM
2205890	2015-02	FM
3202283	2015-02	FM
2809958	2015-02	GM
641952	2015-02	FM
4664353	2015-02	WFM
2219522	2015-02	IM
3800652	2015-02	FM
2109719	2015-02	FM
7400411	2015-02	WCM
3400816	2015-02	IM
6600336	2015-02	WCM
4401824	2015-02	GM
110566	2015-02	IM
6100198	2015-02	FM
14304600	2015-02	FM
2806770	2015-02	WFM
2605120	2015-02	FM
3609677	2015-02	IM
4401140	2015-02	FM
4128540	2015-02	FM
4105818	2015-02	IM
14200082	2015-02	GM
4153103	2015-02	FM
1123009	2015-02	WGM
1112635	2015-02	GM
1119257	2015-02	FM
2017849	2015-02	IM
1000276	2015-02	FM
4630025	2015-02	FM
4611918	2015-02	FM
701297	2015-02	FM
2019353	2015-02	IM
315060	2015-02	FM
1106228	2015-02	WFM
2016095	2015-02	FM
4604660	2015-02	FM
5000025	2015-02	GM
7100094	2015-02	GM
707287	2015-02	FM
4138112	2015-02	FM
1104365	2015-02	FM
14117207	2015-02	GM
22219064	2015-02	FM
14603004	2015-02	IM
2601265	2015-02	FM
9304843	2015-02	WCM
14106450	2015-02	FM
13406809	2015-02	FM
2072289	2015-02	WCM
4501284	2015-02	WIM
4113055	2015-02	IM
4102070	2015-02	IM
7102950	2015-02	FM
400505	2015-02	IM
9901698	2015-02	WCM
100897	2015-02	FM
2000300	2015-02	IM
3901564	2015-02	IM
2019914	2015-02	FM
866970	2015-02	FM
901601	2015-02	FM
10600175	2015-02	WIM
4601700	2015-02	IM
3600459	2015-02	IM
3600564	2015-02	FM
5106125	2015-02	FM
4186907	2015-02	FM
4140397	2015-02	FM
4900588	2015-02	WIM
424854	2015-02	FM
4900839	2015-02	IM
4900839	2015-02	IM
4900847	2015-02	GM
403555	2015-02	IM
926710	2015-02	FM
3504697	2015-02	FM
1700405	2015-02	IM
1700456	2015-02	FM
6100180	2015-02	FM
920800	2015-02	FM
4124855	2015-02	IM
13602993	2015-02	IM
13602993	2015-02	IM
4902920	2015-02	CM
621650	2015-02	IM
2020467	2015-02	IM
8100020	2015-02	FM
4900391	2015-02	WFM
2019507	2015-02	WIM
4900880	2015-02	IM
13500511	2015-02	IM
14000237	2015-02	GM
12801860	2015-02	WFM
201707	2015-02	FM
603767	2015-02	GM
4603877	2015-02	FM
4611772	2015-02	FM
2003775	2015-02	FM
700606	2015-02	FM
1301594	2015-02	FM
6600247	2015-02	IM
4611853	2015-02	FM
1300997	2015-02	WFM
4611721	2015-02	FM
